key,value,timestamp,topic,partition,offset
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3622.7, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:45.942197Z"", ""timestamp_ms"": 1733937345942}",1733937346002,trades,0,92114
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.00035, ""timestamp"": ""2024-12-11T17:15:46.758875Z"", ""timestamp_ms"": 1733937346758}",1733937346744,trades,0,92115
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3622.61, ""volume"": 0.004, ""timestamp"": ""2024-12-11T17:15:46.973942Z"", ""timestamp_ms"": 1733937346973}",1733937346958,trades,0,92116
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100877.3, ""volume"": 0.00051292, ""timestamp"": ""2024-12-11T17:15:50.516734Z"", ""timestamp_ms"": 1733937350516}",1733937350501,trades,0,92117
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3622.61, ""volume"": 0.01731623, ""timestamp"": ""2024-12-11T17:15:50.694735Z"", ""timestamp_ms"": 1733937350694}",1733937350683,trades,0,92118
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100877.2, ""volume"": 0.00018377, ""timestamp"": ""2024-12-11T17:15:53.253815Z"", ""timestamp_ms"": 1733937353253}",1733937353241,trades,0,92119
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.0001, ""timestamp"": ""2024-12-11T17:15:54.240296Z"", ""timestamp_ms"": 1733937354240}",1733937354226,trades,0,92120
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3622.6, ""volume"": 0.00201, ""timestamp"": ""2024-12-11T17:15:55.581249Z"", ""timestamp_ms"": 1733937355581}",1733937355567,trades,0,92121
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3622.41, ""volume"": 0.12918789, ""timestamp"": ""2024-12-11T17:15:57.106677Z"", ""timestamp_ms"": 1733937357106}",1733937357094,trades,0,92122
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100877.3, ""volume"": 9.151e-05, ""timestamp"": ""2024-12-11T17:15:57.461666Z"", ""timestamp_ms"": 1733937357461}",1733937357448,trades,0,92123
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.00010263, ""timestamp"": ""2024-12-11T17:15:58.044009Z"", ""timestamp_ms"": 1733937358044}",1733937358043,trades,0,92124
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100877.2, ""volume"": 0.01881623, ""timestamp"": ""2024-12-11T17:15:58.936035Z"", ""timestamp_ms"": 1733937358936}",1733937358978,trades,0,92125
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100877.2, ""volume"": 0.023, ""timestamp"": ""2024-12-11T17:15:58.936035Z"", ""timestamp_ms"": 1733937358936}",1733937358979,trades,0,92126
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100877.2, ""volume"": 0.0005, ""timestamp"": ""2024-12-11T17:15:58.936035Z"", ""timestamp_ms"": 1733937358936}",1733937358980,trades,0,92127
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100843.2, ""volume"": 0.00799451, ""timestamp"": ""2024-12-11T17:15:58.936035Z"", ""timestamp_ms"": 1733937358936}",1733937358980,trades,0,92128
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100843.4, ""volume"": 0.00023036, ""timestamp"": ""2024-12-11T17:15:59.330717Z"", ""timestamp_ms"": 1733937359330}",1733937359315,trades,0,92129
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100843.5, ""volume"": 0.00023716, ""timestamp"": ""2024-12-11T17:15:59.330717Z"", ""timestamp_ms"": 1733937359330}",1733937359317,trades,0,92130
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3803.23, ""volume"": 0.26231, ""timestamp"": ""2024-12-11T17:15:59.754472Z"", ""timestamp_ms"": 1733937359754}",1733937359739,trades,0,92131
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.00059468, ""timestamp"": ""2024-12-11T17:16:01.223009Z"", ""timestamp_ms"": 1733937361223}",1733937361207,trades,0,92132
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.00627542, ""timestamp"": ""2024-12-11T17:16:01.223009Z"", ""timestamp_ms"": 1733937361223}",1733937361208,trades,0,92133
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100843.5, ""volume"": 0.01376284, ""timestamp"": ""2024-12-11T17:16:02.210768Z"", ""timestamp_ms"": 1733937362210}",1733937362200,trades,0,92134
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100843.5, ""volume"": 0.00022204, ""timestamp"": ""2024-12-11T17:16:02.210768Z"", ""timestamp_ms"": 1733937362210}",1733937362201,trades,0,92135
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100851.1, ""volume"": 0.00088787, ""timestamp"": ""2024-12-11T17:16:02.210768Z"", ""timestamp_ms"": 1733937362210}",1733937362201,trades,0,92136
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.00654643, ""timestamp"": ""2024-12-11T17:16:03.143190Z"", ""timestamp_ms"": 1733937363143}",1733937363129,trades,0,92137
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3804.28, ""volume"": 0.00051301, ""timestamp"": ""2024-12-11T17:16:03.624534Z"", ""timestamp_ms"": 1733937363624}",1733937363610,trades,0,92138
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.0, ""volume"": 0.00096109, ""timestamp"": ""2024-12-11T17:16:05.034264Z"", ""timestamp_ms"": 1733937365034}",1733937365049,trades,0,92139
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.0, ""volume"": 0.0001, ""timestamp"": ""2024-12-11T17:16:05.356116Z"", ""timestamp_ms"": 1733937365356}",1733937365342,trades,0,92140
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.00312494, ""timestamp"": ""2024-12-11T17:16:06.396589Z"", ""timestamp_ms"": 1733937366396}",1733937366386,trades,0,92141
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100851.1, ""volume"": 0.00411213, ""timestamp"": ""2024-12-11T17:16:06.540529Z"", ""timestamp_ms"": 1733937366540}",1733937366531,trades,0,92142
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100851.1, ""volume"": 0.001, ""timestamp"": ""2024-12-11T17:16:06.540529Z"", ""timestamp_ms"": 1733937366540}",1733937366532,trades,0,92143
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100877.3, ""volume"": 0.0005, ""timestamp"": ""2024-12-11T17:16:06.540529Z"", ""timestamp_ms"": 1733937366540}",1733937366532,trades,0,92144
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100900.0, ""volume"": 0.00022042, ""timestamp"": ""2024-12-11T17:16:06.540529Z"", ""timestamp_ms"": 1733937366540}",1733937366533,trades,0,92145
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100900.1, ""volume"": 0.0005, ""timestamp"": ""2024-12-11T17:16:06.540529Z"", ""timestamp_ms"": 1733937366540}",1733937366533,trades,0,92146
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100900.1, ""volume"": 0.0005, ""timestamp"": ""2024-12-11T17:16:06.540529Z"", ""timestamp_ms"": 1733937366540}",1733937366533,trades,0,92147
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100900.2, ""volume"": 0.00297323, ""timestamp"": ""2024-12-11T17:16:06.540529Z"", ""timestamp_ms"": 1733937366540}",1733937366533,trades,0,92148
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100909.3, ""volume"": 0.00453771, ""timestamp"": ""2024-12-11T17:16:06.540529Z"", ""timestamp_ms"": 1733937366540}",1733937366533,trades,0,92149
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3622.48, ""volume"": 0.00986354, ""timestamp"": ""2024-12-11T17:16:16.956877Z"", ""timestamp_ms"": 1733937376956}",1733937376946,trades,0,92150
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100893.8, ""volume"": 0.00016849, ""timestamp"": ""2024-12-11T17:16:17.896237Z"", ""timestamp_ms"": 1733937377896}",1733937377882,trades,0,92151
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100893.8, ""volume"": 0.00018553, ""timestamp"": ""2024-12-11T17:16:19.554064Z"", ""timestamp_ms"": 1733937379554}",1733937379545,trades,0,92152
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.0307193, ""timestamp"": ""2024-12-11T17:16:19.811903Z"", ""timestamp_ms"": 1733937379811}",1733937379804,trades,0,92153
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.00244273, ""timestamp"": ""2024-12-11T17:16:20.569089Z"", ""timestamp_ms"": 1733937380569}",1733937380558,trades,0,92154
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.00283573, ""timestamp"": ""2024-12-11T17:16:22.252306Z"", ""timestamp_ms"": 1733937382252}",1733937382236,trades,0,92155
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.01800003, ""timestamp"": ""2024-12-11T17:16:22.255850Z"", ""timestamp_ms"": 1733937382255}",1733937382239,trades,0,92156
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.003792, ""timestamp"": ""2024-12-11T17:16:22.277176Z"", ""timestamp_ms"": 1733937382277}",1733937382259,trades,0,92157
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.02717, ""timestamp"": ""2024-12-11T17:16:22.436175Z"", ""timestamp_ms"": 1733937382436}",1733937382444,trades,0,92158
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.03071327, ""timestamp"": ""2024-12-11T17:16:22.448771Z"", ""timestamp_ms"": 1733937382448}",1733937382463,trades,0,92159
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 1.01743634, ""timestamp"": ""2024-12-11T17:16:22.456947Z"", ""timestamp_ms"": 1733937382456}",1733937382474,trades,0,92160
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 1.01743634, ""timestamp"": ""2024-12-11T17:16:22.459189Z"", ""timestamp_ms"": 1733937382459}",1733937382476,trades,0,92161
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.95557728, ""timestamp"": ""2024-12-11T17:16:22.462882Z"", ""timestamp_ms"": 1733937382462}",1733937382484,trades,0,92162
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.00274791, ""timestamp"": ""2024-12-11T17:16:22.462882Z"", ""timestamp_ms"": 1733937382462}",1733937382484,trades,0,92163
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.00011392, ""timestamp"": ""2024-12-11T17:16:22.462882Z"", ""timestamp_ms"": 1733937382462}",1733937382485,trades,0,92164
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.00627542, ""timestamp"": ""2024-12-11T17:16:22.462882Z"", ""timestamp_ms"": 1733937382462}",1733937382485,trades,0,92165
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.00967137, ""timestamp"": ""2024-12-11T17:16:22.462882Z"", ""timestamp_ms"": 1733937382462}",1733937382485,trades,0,92166
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96002.1, ""volume"": 0.0307193, ""timestamp"": ""2024-12-11T17:16:22.462882Z"", ""timestamp_ms"": 1733937382462}",1733937382486,trades,0,92167
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96005.5, ""volume"": 0.04755724, ""timestamp"": ""2024-12-11T17:16:22.465134Z"", ""timestamp_ms"": 1733937382465}",1733937382494,trades,0,92168
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96005.5, ""volume"": 0.12818606, ""timestamp"": ""2024-12-11T17:16:22.473537Z"", ""timestamp_ms"": 1733937382473}",1733937382503,trades,0,92169
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3623.61, ""volume"": 0.00241898, ""timestamp"": ""2024-12-11T17:16:22.975211Z"", ""timestamp_ms"": 1733937382975}",1733937382979,trades,0,92170
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.0, ""volume"": 0.00121713, ""timestamp"": ""2024-12-11T17:16:24.136295Z"", ""timestamp_ms"": 1733937384136}",1733937384124,trades,0,92171
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96090.0, ""volume"": 0.00063227, ""timestamp"": ""2024-12-11T17:16:24.136295Z"", ""timestamp_ms"": 1733937384136}",1733937384125,trades,0,92172
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96096.7, ""volume"": 0.00053729, ""timestamp"": ""2024-12-11T17:16:24.136295Z"", ""timestamp_ms"": 1733937384136}",1733937384126,trades,0,92173
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96096.8, ""volume"": 0.0083613, ""timestamp"": ""2024-12-11T17:16:24.136295Z"", ""timestamp_ms"": 1733937384136}",1733937384126,trades,0,92174
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100893.8, ""volume"": 0.0002207, ""timestamp"": ""2024-12-11T17:16:25.631588Z"", ""timestamp_ms"": 1733937385631}",1733937385736,trades,0,92175
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100893.8, ""volume"": 0.0001, ""timestamp"": ""2024-12-11T17:16:25.631588Z"", ""timestamp_ms"": 1733937385631}",1733937385738,trades,0,92176
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100893.8, ""volume"": 0.001, ""timestamp"": ""2024-12-11T17:16:25.631588Z"", ""timestamp_ms"": 1733937385631}",1733937385738,trades,0,92177
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100901.4, ""volume"": 0.00252525, ""timestamp"": ""2024-12-11T17:16:25.631588Z"", ""timestamp_ms"": 1733937385631}",1733937385738,trades,0,92178
b'BTC/USD',"{""pair"": ""BTC/USD"", ""price"": 100917.0, ""volume"": 0.00040182, ""timestamp"": ""2024-12-11T17:16:25.930217Z"", ""timestamp_ms"": 1733937385930}",1733937385940,trades,0,92179
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96096.8, ""volume"": 0.00060025, ""timestamp"": ""2024-12-11T17:16:29.179332Z"", ""timestamp_ms"": 1733937389179}",1733937389162,trades,0,92180
b'BTC/EUR',"{""pair"": ""BTC/EUR"", ""price"": 96096.8, ""volume"": 0.00067319, ""timestamp"": ""2024-12-11T17:16:29.179332Z"", ""timestamp_ms"": 1733937389179}",1733937389162,trades,0,92181
b'ETH/USD',"{""pair"": ""ETH/USD"", ""price"": 3805.74, ""volume"": 0.06017822, ""timestamp"": ""2024-12-11T17:16:30.834973Z"", ""timestamp_ms"": 1733937390834}",1733937390855,trades,0,92182
b'ETH/EUR',"{""pair"": ""ETH/EUR"", ""price"": 3623.88, ""volume"": 0.0827842, ""timestamp"": ""2024-12-11T17:16:31.612197Z"", ""timestamp_ms"": 1733937391612}",1733937391672,trades,0,92183
